UF,cod.UF,cod Municipio,Nome do municipio,População estimada,PIB per capita,PIB TOTAL (em R$ mi),Atividade econômica,Ranking PIB per capita,Ranking PIB Total
PA,15,1506302,Salvaterra,22370,7177,165754,"Administração, defesa, educação e saúde públicas e seguridade social",5082,2896
PA,15,1506351,Santa Bárbara do Pará,19645,8091,165802,"Administração, defesa, educação e saúde públicas e seguridade social",4661,2894
PA,15,1506401,Santa Cruz do Arari,9417,6925,68177,"Administração, defesa, educação e saúde públicas e seguridade social",5185,4427
PA,15,1506500,Santa Izabel do Pará,66490,10441,718727,"Administração, defesa, educação e saúde públicas e seguridade social",3920,1003
PA,15,1506559,Santa Luzia do Pará,19383,8496,164117,"Administração, defesa, educação e saúde públicas e seguridade social",4528,2910
PA,15,1506583,Santa Maria das Barreiras,19925,18021,375718,"Pecuária, inclusive apoio à pecuária",2569,1629
PA,15,1506609,Santa Maria do Pará,23927,12840,310553,"Agricultura, inclusive apoio à agricultura e a pós colheita",3422,1878
PA,15,1506708,Santana do Araguaia,67033,11349,803114,"Administração, defesa, educação e saúde públicas e seguridade social",3679,925
PA,15,1506807,Santarém,292520,16318,4835188,Demais serviços,2829,201
PA,15,1506906,Santarém Novo,6437,6316,41219,"Administração, defesa, educação e saúde públicas e seguridade social",5403,5163
PA,15,1507003,Santo Antônio do Tauá,29629,11237,343979,"Administração, defesa, educação e saúde públicas e seguridade social",3704,1723
PA,15,1507102,São Caetano de Odivelas,17420,7472,131225,"Administração, defesa, educação e saúde públicas e seguridade social",4949,3314
PA,15,1507151,São Domingos do Araguaia,24451,10959,272420,"Administração, defesa, educação e saúde públicas e seguridade social",3777,2052
PA,15,1507201,São Domingos do Capim,30847,9935,309219,"Administração, defesa, educação e saúde públicas e seguridade social",4049,1887
PA,15,1507300,São Félix do Xingu,116186,11158,1392553,"Pecuária, inclusive apoio à pecuária",3723,596
PA,15,1507409,São Francisco do Pará,15380,13209,204133,"Agricultura, inclusive apoio à agricultura e a pós colheita",3352,2523
PA,15,1507458,São Geraldo do Araguaia,24607,18250,441431,"Administração, defesa, educação e saúde públicas e seguridade social",2543,1454
PA,15,1507466,São João da Ponta,5795,7070,42207,"Administração, defesa, educação e saúde públicas e seguridade social",5128,5134
PA,15,1507474,São João de Pirabas,21991,7092,158966,"Administração, defesa, educação e saúde públicas e seguridade social",5118,2963
PA,15,1507508,São João do Araguaia,13521,8592,116984,"Administração, defesa, educação e saúde públicas e seguridade social",4480,3511
PA,15,1507607,São Miguel do Guamá,55942,11646,668079,"Agricultura, inclusive apoio à agricultura e a pós colheita",3625,1056
PA,15,1507706,São Sebastião da Boa Vista,25161,7987,206889,"Administração, defesa, educação e saúde públicas e seguridade social",4712,2499
PA,15,1507755,Sapucaia,5587,18729,107990,"Pecuária, inclusive apoio à pecuária",2476,3638
PA,15,1507805,Senador José Porfírio,11827,11180,126966,"Administração, defesa, educação e saúde públicas e seguridade social",3718,3363
PA,15,1507904,Soure,24286,7091,175010,"Administração, defesa, educação e saúde públicas e seguridade social",5120,2803
PA,15,1507953,Tailândia,97161,8193,846501,"Administração, defesa, educação e saúde públicas e seguridade social",4630,880
PA,15,1507961,Terra Alta,11120,6300,71815,"Administração, defesa, educação e saúde públicas e seguridade social",5408,4343
PA,15,1507979,Terra Santa,17946,28879,527237,Indústrias extrativas,1244,1269
PA,15,1508001,Tomé-Açu,60456,10361,639356,"Administração, defesa, educação e saúde públicas e seguridade social",3942,1103
PA,15,1508035,Tracuateua,29465,8248,248328,"Administração, defesa, educação e saúde públicas e seguridade social",4611,2202
PA,15,1508050,Trairão,18084,17837,329440,"Agricultura, inclusive apoio à agricultura e a pós colheita",2589,1785
PA,15,1508084,Tucumã,37308,19655,756892,Demais serviços,2336,964
PA,15,1508100,Tucuruí,107189,58455,6460221,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",205,155
PA,15,1508126,Ulianópolis,53881,21649,1245378,"Agricultura, inclusive apoio à agricultura e a pós colheita",2054,647
PA,15,1508159,Uruará,44486,11568,511963,"Administração, defesa, educação e saúde públicas e seguridade social",3641,1297
PA,15,1508209,Vigia,51173,7149,373286,"Administração, defesa, educação e saúde públicas e seguridade social",5094,1635
PA,15,1508308,Viseu,59054,10269,613441,"Agricultura, inclusive apoio à agricultura e a pós colheita",3970,1140
PA,15,1508357,Vitória do Xingu,14407,209800,3088045,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",9,292
PA,15,1508407,Xinguara,42833,27962,1217202,Indústrias de transformação,1312,655
AP,16,1600105,Amapá,8622,19063,166932,"Administração, defesa, educação e saúde públicas e seguridade social",2420,2874
AP,16,1600204,Calçoene,10163,13959,146922,"Administração, defesa, educação e saúde públicas e seguridade social",3212,3107
AP,16,1600212,Cutias,5407,12914,72795,"Administração, defesa, educação e saúde públicas e seguridade social",3409,4319
AP,16,1600238,Ferreira Gomes,6901,68751,499821,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",134,1323
AP,16,1600253,Itaubal,4949,12713,65752,"Administração, defesa, educação e saúde públicas e seguridade social",3436,4488
AP,16,1600279,Laranjal do Jari,45712,17885,850522,"Administração, defesa, educação e saúde públicas e seguridade social",2585,877
AP,16,1600303,Macapá,456171,21055,9994877,"Administração, defesa, educação e saúde públicas e seguridade social",2133,99
AP,16,1600402,Mazagão,19571,12003,244713,"Administração, defesa, educação e saúde públicas e seguridade social",3546,2219
AP,16,1600501,Oiapoque,24263,15462,394500,"Administração, defesa, educação e saúde públicas e seguridade social",2967,1578
AP,16,1600154,Pedra Branca do Amapari,13988,18578,280992,"Administração, defesa, educação e saúde públicas e seguridade social",2496,2012
AP,16,1600535,Porto Grande,19669,16107,331983,"Administração, defesa, educação e saúde públicas e seguridade social",2863,1772
AP,16,1600550,Pracuúba,4531,13171,62942,"Administração, defesa, educação e saúde públicas e seguridade social",3357,4551
AP,16,1600600,Santana,112218,16540,1909860,"Administração, defesa, educação e saúde públicas e seguridade social",2797,452
AP,16,1600055,Serra do Navio,4938,13858,70828,"Administração, defesa, educação e saúde públicas e seguridade social",3236,4363
AP,16,1600709,Tartarugalzinho,15212,12537,202004,"Administração, defesa, educação e saúde públicas e seguridade social",3462,2539
AP,16,1600808,Vitória do Jari,14364,12304,184443,"Administração, defesa, educação e saúde públicas e seguridade social",3502,2705
TO,17,1700251,Abreulândia,2539,21850,56177,"Administração, defesa, educação e saúde públicas e seguridade social",2029,4724
TO,17,1700301,Aguiarnópolis,6149,18719,120925,"Administração, defesa, educação e saúde públicas e seguridade social",2480,3449
TO,17,1700350,Aliança do Tocantins,5605,20773,114813,"Administração, defesa, educação e saúde públicas e seguridade social",2185,3539
TO,17,1700400,Almas,7409,20626,150013,"Produção florestal, pesca e aquicultura",2198,3071
TO,17,1700707,Alvorada,8536,38266,325873,Indústrias de transformação,671,1801
TO,17,1701002,Ananás,9848,12561,122460,"Administração, defesa, educação e saúde públicas e seguridade social",3459,3433
TO,17,1701051,Angico,3379,10310,35291,"Administração, defesa, educação e saúde públicas e seguridade social",3953,5317
TO,17,1701101,Aparecida do Rio Negro,4618,19229,90878,"Agricultura, inclusive apoio à agricultura e a pós colheita",2397,3935
TO,17,1701309,Aragominas,5910,10749,63046,"Administração, defesa, educação e saúde públicas e seguridade social",3839,4545
TO,17,1701903,Araguacema,6863,18856,132052,"Administração, defesa, educação e saúde públicas e seguridade social",2457,3298
TO,17,1702000,Araguaçu,8777,21156,183886,"Pecuária, inclusive apoio à pecuária",2120,2709
TO,17,1702109,Araguaína,170183,22810,4013612,Demais serviços,1900,235
TO,17,1702158,Araguanã,5515,11381,64247,"Administração, defesa, educação e saúde públicas e seguridade social",3671,4520
TO,17,1702208,Araguatins,34392,10887,383398,"Administração, defesa, educação e saúde públicas e seguridade social",3796,1605
TO,17,1702307,Arapoema,6799,14515,98066,"Administração, defesa, educação e saúde públicas e seguridade social",3126,3801
TO,17,1702406,Arraias,10778,14693,157609,"Administração, defesa, educação e saúde públicas e seguridade social",3091,2980
TO,17,1702554,Augustinópolis,17627,12741,230464,"Administração, defesa, educação e saúde públicas e seguridade social",3432,2309
TO,17,1702703,Aurora do Tocantins,3682,10901,40714,"Administração, defesa, educação e saúde públicas e seguridade social",3795,5173
TO,17,1702901,Axixá do Tocantins,9706,10496,102604,"Administração, defesa, educação e saúde públicas e seguridade social",3901,3717
TO,17,1703008,Babaçulândia,10736,9531,102479,"Administração, defesa, educação e saúde públicas e seguridade social",4167,3724
TO,17,1703057,Bandeirantes do Tocantins,3420,19543,68399,"Pecuária, inclusive apoio à pecuária",2356,4418
TO,17,1703073,Barra do Ouro,4460,10127,46019,"Administração, defesa, educação e saúde públicas e seguridade social",3994,5023
TO,17,1703107,Barrolândia,5601,14386,81181,"Administração, defesa, educação e saúde públicas e seguridade social",3145,4140
TO,17,1703206,Bernardo Sayão,4532,17004,76826,"Administração, defesa, educação e saúde públicas e seguridade social",2713,4237
TO,17,1703305,Bom Jesus do Tocantins,4477,13424,63091,"Administração, defesa, educação e saúde públicas e seguridade social",3325,4541
TO,17,1703602,Brasilândia do Tocantins,2177,16875,37109,"Administração, defesa, educação e saúde públicas e seguridade social",2735,5273
TO,17,1703701,Brejinho de Nazaré,5451,27951,153703,"Produção florestal, pesca e aquicultura",1313,3029
TO,17,1703800,Buriti do Tocantins,10837,8374,93244,"Administração, defesa, educação e saúde públicas e seguridade social",4570,3884
TO,17,1703826,Cachoeirinha,2256,11282,25677,"Administração, defesa, educação e saúde públicas e seguridade social",3695,5506
TO,17,1703842,Campos Lindos,9408,29539,289334,"Agricultura, inclusive apoio à agricultura e a pós colheita",1197,1979
TO,17,1703867,Cariri do Tocantins,4178,77488,332889,Comércio e reparação de veículos automotores e motocicletas,106,1767
TO,17,1703883,Carmolândia,2507,13805,35273,"Administração, defesa, educação e saúde públicas e seguridade social",3244,5319
TO,17,1703891,Carrasco Bonito,3983,9192,37272,"Administração, defesa, educação e saúde públicas e seguridade social",4254,5270
TO,17,1703909,Caseara,5119,24964,131434,"Agricultura, inclusive apoio à agricultura e a pós colheita",1629,3310
TO,17,1704105,Centenário,2803,11401,32675,"Administração, defesa, educação e saúde públicas e seguridade social",3669,5385
TO,17,1705102,Chapada da Natividade,3363,19580,65866,"Agricultura, inclusive apoio à agricultura e a pós colheita",2353,4487
TO,17,1704600,Chapada de Areia,1397,18478,25999,"Administração, defesa, educação e saúde públicas e seguridade social",2514,5500
TO,17,1705508,Colinas do Tocantins,33981,18882,657821,"Administração, defesa, educação e saúde públicas e seguridade social",2453,1071
TO,17,1716703,Colméia,8522,16952,142553,"Administração, defesa, educação e saúde públicas e seguridade social",2718,3150
TO,17,1705557,Combinado,4851,13067,63689,"Administração, defesa, educação e saúde públicas e seguridade social",3373,4533
TO,17,1705607,Conceição do Tocantins,4209,11583,48406,"Administração, defesa, educação e saúde públicas e seguridade social",3639,4944
TO,17,1706001,Couto de Magalhães,5424,16637,91988,"Administração, defesa, educação e saúde públicas e seguridade social",2781,3918
TO,17,1706100,Cristalândia,7386,14258,105141,"Administração, defesa, educação e saúde públicas e seguridade social",3165,3679
TO,17,1706258,Crixás do Tocantins,1680,24191,41319,"Administração, defesa, educação e saúde públicas e seguridade social",1722,5160
TO,17,1706506,Darcinópolis,5833,22014,131821,"Administração, defesa, educação e saúde públicas e seguridade social",2010,3302
TO,17,1707009,Dianópolis,21167,13758,299061,"Administração, defesa, educação e saúde públicas e seguridade social",3251,1936
TO,17,1707108,Divinópolis do Tocantins,6777,17108,117500,"Administração, defesa, educação e saúde públicas e seguridade social",2701,3503
TO,17,1707207,Dois Irmãos do Tocantins,7302,13896,101243,"Administração, defesa, educação e saúde públicas e seguridade social",3225,3751
TO,17,1707306,Dueré,4722,25916,122505,"Pecuária, inclusive apoio à pecuária",1518,3432
TO,17,1707405,Esperantina,10506,7873,84973,"Administração, defesa, educação e saúde públicas e seguridade social",4759,4050
TO,17,1707553,Fátima,3886,14654,56844,"Administração, defesa, educação e saúde públicas e seguridade social",3100,4705
TO,17,1707652,Figueirópolis,5386,28631,153233,"Agricultura, inclusive apoio à agricultura e a pós colheita",1260,3033
TO,17,1707702,Filadélfia,8848,10994,97768,"Administração, defesa, educação e saúde públicas e seguridade social",3763,3806
